Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
285,Text insert with keyboard,"[(2, 2, 2), (0, 1, 0), (0, 1, 0), (0, 0, 0), (1, 1, 2), (0, 2, 2), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (1, 0, 0), (1, 0, 0), (2, 2, 0), (1, 0, 0), (1, 0, 0), (2, 2, 0)]","[33506, 40907, 32634, 32633, 17543, 53720, 19767, 40917, 54504, 27553, 30925, 53721, 40558, 43040, 51162, 58594, 11268, 51163, 35658, 51571, 21789, 2176, 14572, 34261, 16919, 28007, 10149, 47712, 14568, 10154]","[2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]","[[0, 0, 3], [2, 1, 0], [2, 1, 0], [3, 0, 0], [0, 2, 1], [1, 0, 2], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 0, 2], [2, 1, 0], [2, 1, 0], [1, 0, 2]]"
287,e-commerce for online selling and buying,"[(1, 0, 2), (2, 0, 2), (2, 2, 2), (0, 0, 0), (0, 0, 1), (0, 0, 0), (2, 2, 2), (0, 0, 2), (1, 0, 1), (0, 0, 2), (2, 0, 2), (1, 0, 1), (1, 2, 1), (2, 0, 2), (1, 0, 1), (2, 0, 0), (1, 1, 0), (1, 1, 0), (0, 0, 0), (0, 2, 0), (2, 2, 0), (2, 0, 0), (1, 1, 0), (2, 1, 0), (2, 1, 0), (1, 0, 0), (1, 0, 0), (2, 0, 0), (0, 0, 0), (2, 2, 0)]","[70937, 40117, 40109, 50985, 28649, 37169, 40800, 9293, 14986, 59102, 40799, 58090, 43007, 28274, 58084, 56464, 63307, 14553, 36528, 63312, 32815, 56472, 40128, 34509, 33326, 50039, 32819, 33329, 19382, 42733]","[3, 2, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 1, 2, 1, 0, 1, 1, 0, 0, 2, 0, 1, 3, 3, 0, 0, 0, 0, 2]","[[1, 1, 1], [1, 0, 2], [0, 0, 3], [3, 0, 0], [2, 1, 0], [3, 0, 0], [0, 0, 3], [2, 0, 1], [1, 2, 0], [2, 0, 1], [1, 0, 2], [1, 2, 0], [0, 2, 1], [1, 0, 2], [1, 2, 0], [2, 0, 1], [1, 2, 0], [1, 2, 0], [3, 0, 0], [2, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [1, 0, 2]]"
288,maternity scheduler with timetable,"[(2, 0, 1), (0, 0, 2), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 1), (1, 0, 1), (0, 0, 1), (0, 0, 0), (0, 1, 0), (0, 1, 2), (0, 1, 1), (0, 1, 1), (0, 1, 1), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 2), (0, 0, 1), (0, 1, 0), (2, 1, 0), (0, 1, 0)]","[14230, 38216, 63421, 63523, 48832, 63423, 63420, 49895, 63431, 63422, 63417, 63427, 26061, 63425, 32523, 63515, 49645, 32524, 63519, 63516, 32522, 36340, 41818, 4848, 35268, 63978, 54271, 5296, 4501, 24947]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[[1, 1, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 1, 1], [1, 2, 0], [1, 2, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0]]"
290,various emojis,"[(2, 2, 2), (2, 2, 2), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (1, 0, 1), (0, 0, 1), (0, 0, 0), (2, 2, 2), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 1), (1, 0, 1), (0, 0, 0), (1, 0, 1), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[62124, 39106, 11942, 26243, 19767, 2800, 4205, 33202, 13607, 64948, 38355, 22928, 35349, 61714, 10909, 17567, 38349, 46156, 6854, 3479, 13442, 87, 38363, 38291, 71, 2524, 70498, 37295, 70500, 27867]","[2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [0, 0, 3], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [0, 0, 3], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
292,income and expenses reports,"[(2, 2, 2), (2, 1, 2), (2, 2, 2), (0, 1, 1), (0, 1, 2), (0, 1, 0), (0, 1, 2), (0, 1, 0), (0, 2, 2), (2, 1, 2), (0, 1, 1), (0, 1, 2), (0, 1, 0), (0, 0, 0), (0, 1, 0), (1, 1, 2), (0, 0, 0), (1, 0, 2), (2, 1, 2), (1, 2, 2), (1, 1, 1), (1, 0, 2), (1, 0, 2), (1, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (1, 1, 0), (1, 1, 0), (1, 1, 1)]","[26054, 35872, 48869, 8305, 48866, 20843, 8463, 49399, 8462, 67407, 55790, 35878, 67405, 35874, 49566, 64802, 26056, 7386, 43716, 64189, 53341, 60328, 27544, 43700, 48013, 31134, 43696, 43708, 67411, 35892]","[2, 2, 2, 1, 3, 0, 3, 0, 2, 2, 1, 3, 0, 0, 0, 1, 0, 3, 2, 2, 1, 3, 3, 2, 2, 2, 2, 1, 1, 1]","[[0, 0, 3], [0, 1, 2], [0, 0, 3], [1, 2, 0], [1, 1, 1], [2, 1, 0], [1, 1, 1], [2, 1, 0], [1, 0, 2], [0, 1, 2], [1, 2, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [0, 2, 1], [3, 0, 0], [1, 1, 1], [0, 1, 2], [0, 1, 2], [0, 3, 0], [1, 1, 1], [1, 1, 1], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [1, 2, 0], [1, 2, 0], [0, 3, 0]]"
295,Details about cards and numbers,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 2, 2), (0, 0, 0), (1, 2, 1), (0, 1, 2), (1, 1, 0), (0, 0, 1), (1, 0, 0), (0, 0, 2), (1, 2, 2), (2, 1, 0), (0, 0, 2), (0, 0, 0), (0, 0, 1), (1, 1, 2)]","[43707, 3813, 3769, 7949, 46272, 58203, 28958, 23855, 31170, 28128, 69647, 62634, 22557, 46278, 63748, 28955, 24541, 49888, 13556, 47042, 20802, 50395, 40864, 33315, 56935, 13354, 37505, 28148, 37517, 68164]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 1, 3, 1, 0, 0, 0, 2, 3, 0, 0, 0, 1]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 0, 2], [3, 0, 0], [0, 2, 1], [1, 1, 1], [1, 2, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [0, 1, 2], [1, 1, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [0, 2, 1]]"
296,photography filter,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 2), (0, 0, 2), (0, 0, 2), (1, 1, 1), (0, 0, 2), (0, 0, 2), (2, 2, 2), (0, 0, 2), (0, 0, 2), (2, 2, 2), (0, 0, 2), (0, 0, 2), (0, 0, 0), (0, 0, 2), (0, 0, 2)]","[8879, 41787, 67997, 1357, 28993, 5130, 29005, 9982, 18537, 30143, 57842, 55417, 30142, 44776, 54263, 30145, 9281, 54256, 8884, 9286, 68294, 55814, 71644, 1938, 51378, 71641, 1944, 48820, 54790, 3608]","[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 0, 2], [2, 0, 1], [2, 0, 1], [0, 3, 0], [2, 0, 1], [2, 0, 1], [0, 0, 3], [2, 0, 1], [2, 0, 1], [0, 0, 3], [2, 0, 1], [2, 0, 1], [3, 0, 0], [2, 0, 1], [2, 0, 1]]"
297,page contain the searchbar for song,"[(0, 2, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (2, 1, 0), (0, 1, 0), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0), (2, 1, 0), (0, 0, 0), (2, 1, 0), (0, 1, 2), (0, 0, 0), (2, 1, 1), (0, 1, 2), (2, 1, 2), (0, 1, 1), (2, 1, 1), (2, 1, 1), (0, 0, 0), (0, 1, 2), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 1, 0), (0, 1, 0)]","[64908, 20119, 70393, 55480, 27042, 14448, 55483, 13677, 14454, 71951, 13682, 68996, 54774, 60642, 32097, 54782, 60646, 27043, 47193, 30636, 23291, 27050, 30629, 23295, 54772, 23055, 14458, 27048, 30628, 27065]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 1, 3, 2, 1, 1, 1, 0, 3, 0, 2, 0, 0, 0]","[[2, 0, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [0, 2, 1], [1, 1, 1], [0, 1, 2], [1, 2, 0], [0, 2, 1], [0, 2, 1], [3, 0, 0], [1, 1, 1], [3, 0, 0], [0, 0, 3], [3, 0, 0], [2, 1, 0], [2, 1, 0]]"
298,cell phone storage structure,"[(2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 2), (0, 0, 1), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[62027, 34809, 34813, 45790, 38042, 34805, 36577, 26909, 25318, 2707, 42926, 10052, 15567, 40143, 33942, 15569, 26910, 8340, 57678, 21878, 12186, 36875, 56016, 22240, 41963, 15516, 25992, 57687, 45992, 12174]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 0, 2], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
304,shopping list app,"[(2, 2, 2), (0, 0, 1), (2, 2, 2), (2, 2, 2), (0, 0, 0), (0, 2, 2), (0, 0, 0), (0, 2, 2), (0, 0, 2), (2, 2, 2), (0, 1, 2), (2, 2, 2), (0, 2, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 2, 2), (2, 2, 2), (2, 2, 2), (0, 2, 0), (2, 2, 2), (2, 2, 2), (0, 2, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 0), (0, 2, 0), (2, 2, 2), (0, 0, 0)]","[922, 4780, 8170, 4186, 941, 55532, 10423, 37712, 69527, 19345, 35575, 4188, 4183, 8052, 21282, 59834, 55542, 68402, 38078, 23925, 59831, 30125, 12673, 53722, 30126, 52107, 7333, 52903, 52602, 70137]","[2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 0, 2, 2, 3, 2, 2, 2, 2, 0, 2, 0]","[[0, 0, 3], [2, 1, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [1, 0, 2], [3, 0, 0], [1, 0, 2], [2, 0, 1], [0, 0, 3], [1, 1, 1], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [1, 0, 2], [0, 0, 3], [0, 0, 3], [2, 0, 1], [0, 0, 3], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [1, 0, 2], [2, 0, 1], [0, 0, 3], [3, 0, 0]]"
305,search bar with various categories of GIFs,"[(0, 2, 1), (2, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (2, 0, 1), (0, 0, 0), (0, 0, 0), (2, 1, 1), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0)]","[57835, 69657, 64303, 32312, 41261, 64305, 32324, 53941, 22645, 16665, 6979, 4205, 3617, 12384, 54531, 56672, 2474, 49639, 6132, 2471, 9978, 23446, 69659, 9970, 54032, 6294, 49641, 32308, 6293, 34836]","[3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 1, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0]]"
307,Search bar with a text and a page showing no results,"[(1, 2, 2), (0, 0, 0), (0, 0, 2), (1, 2, 1), (0, 0, 0), (0, 0, 0), (1, 0, 1), (0, 0, 1), (0, 0, 0), (1, 0, 1), (0, 0, 0), (1, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 1), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 2), (0, 0, 0), (0, 1, 0), (0, 1, 1), (0, 1, 1), (0, 1, 0), (0, 1, 1)]","[67718, 28539, 59094, 61555, 28547, 42434, 60642, 71646, 42466, 60646, 4972, 42455, 14771, 28540, 42462, 42453, 28549, 42463, 62134, 62977, 42450, 28546, 35781, 42451, 45706, 47772, 14775, 14777, 63241, 14778]","[2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1]","[[0, 1, 2], [3, 0, 0], [2, 0, 1], [0, 2, 1], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [2, 1, 0], [1, 2, 0], [1, 2, 0], [2, 1, 0], [1, 2, 0]]"
308,countries-based news app,"[(0, 2, 2), (0, 0, 0), (2, 1, 1), (2, 0, 0), (2, 1, 0), (2, 1, 0), (2, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 1), (2, 2, 0), (0, 2, 0), (0, 2, 0), (0, 2, 2), (0, 1, 1), (0, 0, 1), (0, 2, 2), (0, 2, 0), (2, 2, 1), (2, 2, 0), (0, 0, 0), (2, 2, 0), (0, 0, 1)]","[25210, 2379, 54133, 52520, 39381, 71379, 52519, 20581, 68818, 16515, 52516, 68811, 43061, 12574, 1565, 67998, 36586, 43051, 13837, 31069, 68814, 58510, 20585, 68816, 1570, 15772, 51821, 44985, 51814, 1575]","[2, 0, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 2, 0, 2, 2, 0, 2, 0]","[[1, 0, 2], [3, 0, 0], [0, 2, 1], [2, 0, 1], [1, 1, 1], [1, 1, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [1, 0, 2], [2, 0, 1], [2, 0, 1], [1, 0, 2], [1, 2, 0], [2, 1, 0], [1, 0, 2], [2, 0, 1], [0, 1, 2], [1, 0, 2], [3, 0, 0], [1, 0, 2], [2, 1, 0]]"
309,game user guide,"[(0, 0, 0), (0, 0, 0), (2, 1, 0), (0, 0, 0), (1, 1, 1), (0, 0, 0), (2, 1, 0), (0, 0, 0), (2, 1, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 2, 1), (0, 1, 0), (0, 0, 0), (2, 2, 2), (0, 0, 1), (0, 0, 0), (2, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 2), (1, 0, 1), (1, 0, 0), (1, 2, 1), (1, 0, 1)]","[12609, 44914, 7708, 56776, 69194, 7700, 7699, 15594, 7691, 1378, 63218, 17351, 40591, 69196, 32817, 44148, 69197, 61494, 7704, 60324, 61499, 58712, 23416, 53768, 27626, 54243, 68666, 35429, 21929, 1851]","[0, 0, 3, 0, 1, 0, 3, 0, 3, 0, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1]","[[3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [0, 3, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [0, 0, 3], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 0, 3], [1, 2, 0], [2, 1, 0], [0, 2, 1], [1, 2, 0]]"
309,"search bar with list of  connecters name ,favorites and all","[(2, 2, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 2, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 2), (0, 0, 0), (0, 0, 2), (2, 0, 2), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0), (2, 0, 2), (0, 0, 0)]","[43096, 48966, 3615, 23445, 48964, 5233, 56670, 48970, 59414, 22611, 48965, 9978, 14439, 48972, 9970, 62466, 48971, 63828, 54034, 22334, 63826, 3618, 69275, 6507, 30305, 69257, 67578, 64899, 48968, 19113]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[[1, 0, 2], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1], [1, 0, 2], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0]]"
311,Team selection bar,"[(0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 1), (2, 2, 2), (0, 0, 0), (0, 0, 1), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (0, 0, 2), (2, 2, 2), (2, 2, 2), (0, 0, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 0, 1), (2, 2, 2), (0, 0, 2), (2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 2)]","[43148, 29111, 7593, 31510, 906, 5419, 19834, 26818, 5418, 40250, 61375, 5439, 43099, 28161, 40213, 24986, 25067, 9659, 24987, 25065, 35014, 56627, 25064, 7233, 58541, 53458, 15555, 61537, 55891, 35018]","[0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 0]","[[3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [2, 1, 0], [0, 0, 3], [3, 0, 0], [2, 1, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [2, 0, 1], [0, 0, 3], [0, 0, 3], [2, 1, 0], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 1, 0], [0, 0, 3], [2, 0, 1], [1, 0, 2], [3, 0, 0], [3, 0, 0], [2, 0, 1]]"
314,old facebook sign up page,"[(1, 2, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 2, 0), (1, 0, 1), (1, 0, 1), (0, 0, 1), (1, 0, 0), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 0), (1, 0, 0), (0, 0, 0), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1)]","[50769, 63504, 47884, 25306, 15869, 26268, 69499, 44308, 45552, 9259, 49403, 45557, 69516, 20811, 45555, 69506, 16571, 16355, 26012, 58600, 40122, 7505, 59392, 25596, 1619, 28156, 20515, 52203, 33058, 58377]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[[1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [1, 2, 0], [1, 2, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0]]"
316,list with favorite button and Ads bar,"[(2, 2, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 0), (1, 0, 0), (0, 0, 1)]","[21912, 17489, 19113, 61167, 2276, 63601, 33, 55581, 63599, 35, 447, 12865, 2026, 12008, 61236, 18590, 18165, 29177, 6640, 33242, 65909, 2020, 69278, 11258, 32, 44345, 13489, 13496, 30729, 42781]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 0, 2], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0]]"
